,ts_code,business_scope
868,002105.SZ,生产经营运动器材，康复辅助器材，计算机配件，铝挤型锻造成型(制品)。自行车车把、车把立管、坐垫管、避振前叉及管料成型加工。生产并出口玩具、童车。普通货运。
869,002103.SZ,一般项目：文具制造；塑料制品制造；木材加工；软件开发；信息技术咨询服务；信息系统集成服务；广告设计、代理；粮油仓储服务；信息咨询服务（不含许可类信息咨询服务）；计算机及办公设备维修；图文设计制作；办公设备耗材销售；文具用品批发；办公设备销售；纸制品销售；纸制品制造；包装材料及制品销售；塑料制品销售；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；电子产品销售；通信设备销售；体育用品及器材批发；体育用品及器材零售；互联网销售（除销售需要许可的商品）；工艺美术品及收藏品批发（象牙及其制品除外）；工艺美术品及收藏品零售（象牙及其制品除外）；家具销售；服装服饰批发；服装服饰零售；鞋帽批发；鞋帽零售；劳动保护用品销售；针纺织品销售；针纺织品及原料批发；日用百货销售；风动和电动工具销售；仪器仪表销售；通讯设备销售；油墨销售（不含危险化学品）；五金产品批发；五金产品零售；电工器材销售；金属材料销售；建筑材料销售；建筑装饰材料销售；音响设备销售；厨具卫具及日用杂品批发；钟表销售；眼镜销售；灯具销售；照相机及器材销售；消防器材销售；第一类医疗器械销售；第二类医疗器械销售；润滑油销售；化工产品销售（不含许可类化工产品）； 电动自行车销售；自行车及零配件批发；自行车及零配件零售；消毒剂销售（不含危险化学品）；家用电器销售；汽车新车销售；汽车装饰用品销售；建筑用金属配件销售；农副产品销售；日用木制品销售；竹制品销售；藤制品销售；棕制品销售；草及相关制品销售；橡胶制品销售；化妆品批发；化妆品零售；卫生用品和一次性使用医疗用品销售；货币专用设备销售；电气设备销售；教学专用仪器销售；珠宝首饰批发；珠宝首饰零售；玩具销售；汽车零配件批发；摩托车及零配件批发；汽车零配件零售；摩托车及零配件零售；金属制品销售；机械设备销售；交通及公共管理用标牌销售(除依法须经批准的项目外，凭营业执照依法自主开展经营活动)。许可项目：出版物印刷；包装装潢印刷品印刷；文件、资料等其他印刷品印刷；数字内容服务；第一类增值电信业务；第二类增值电信业务；基础电信业务；广告发布（广播电台、电视台、报刊出版单位）；道路货物运输（不含危险货物）；进出口代理；货物进出口；农药批发；农药零售；药品批发；药品零售；食品经营；出版物批发；出版物零售(依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准)。
870,000587.SZ,贵金属首饰、珠宝玉器、工艺美术品加工、销售；金银回收；货物进出口；股权投资、矿山建设投资、黄金投资与咨询服务；黄金租赁服务；选矿。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
871,000588.SZ,科学技术的推广及应用；从事环保材料、环保再生产品、环保设备的研发、设计、销售；环保技术咨询、投资咨询、企业管理咨询（以上均不含限制项目）；固体废物治理；危险废物收集、贮存、处置；从事环保项目投资（涉及在特别管理措施范围内的投资需经审批）；生物技术研究；从事医疗技术专业领域内的技术研发、技术咨询、技术转让、技术服务；健康产业投资、健康产业咨询；健康养老产业投资与管理服务；供应链管理及国内贸易（专营及专控商品凭许可证经营）；计算机信息技术服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
872,000589.SZ,"法律、法规、国务院决定规定禁止的不得经营；法律、法规、国务院决定规定应当许可(审批)的，经审批机关批准后凭许可(审批)文件经营；法律、法规、国务院决定规定无需许可(审批)的，市场主体自主选择经营。轮胎制造和销售；轮胎翻新和销售；橡胶制品制造和销售；水电、蒸汽、混炼胶及其他附属品的制造和销售；经营各类商品及技术进出口业务(国家禁止类除外),开展对外合作生产及“三来一补”业务；仓储；物流运输。"
873,000590.SZ,销售医疗器械；生产、销售精细化工产品(不含危险品及监控化学品)并提供相关技术转让服务；经营法律法规允许的商品和技术的进出口业务；网络信息科技、系统集成；电子数码产品领域的技术开发、技术转让、技术咨询、技术服务；生物技术推广服务；市场营销策划。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
874,000591.SZ,太阳能发电及电力储备；太阳能技术及相关配套产品研发、应用、转让及销售；太阳能应用技术咨询服务；太阳能发电项目开发、设计、组织建设、维护与经营管理；太阳能发电电子系统设备研发、制造、销售；储能技术设备和材料的研发、制造、销售；光伏农业、光伏林业、光伏牧业、光伏渔业项目开发、组织建设与经营管理；分布式光伏项目开发、组织建设及经营管理；能源智能化经营管理；货物及技术进出口业务；物业管理。
875,000711.SZ,生态功能保护区管理服务；节水管理与技术咨询服务；农业技术开发及技术咨询、技术转让、技术服务；信息技术咨询服务；计算机软硬件开发、系统集成及技术开发、技术咨询、技术转让、技术服务；以自有资金对农业、科技行业、能源行业进行投资；开发、销售：网络设备、计算机软硬件、通讯产品、电子产品、数码产品。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
876,000712.SZ,股权投资、投资咨询、企业管理咨询服务。
877,000713.SZ,农作物种子、种苗生产、销售，大米、芝麻、棉花生产、销售，肥料销售；农药、专用肥、植物生长素、食用香料香精、薄菏脑及薄菏油、茶叶生产、销售；粮食作物、油料作物种植、储运、销售及农副产品及其深加工产品、花卉、包装材料生产、销售；提供农业高新技术开发及成果转让、农业技术咨询、培训服务；本企业自产产品及技术出口，本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术进口，农业机械类产品的出口和种子的进出口业务。（以上涉及许可的在许可证许可范围及期限内经营）。
878,000715.SZ,一般商品批发及百货零售，汽车维修，汽车配件销售，仓储、搬运服务，停车场服务，写字间、场地租赁，商业企业投资及管理，企业管理服务，广告设计、制作、发布，物业管理服务，食品生产、销售，餐饮服务，医疗器械生产、经营，验光、配眼镜服务，眼镜零售，化妆品、初级农产品、水产品，药品销售，卷烟、雪茄烟零售，乳制品（含婴幼儿配方乳粉）批发、零售，特殊医学用途配方食品销售，保健食品销售，图书、报刊销售，网上贸易代理，网上房地产中介，网上商务咨询，货物进出口经营。（依法须经批准的项目，经相关部门批准后方可开展经营活动）。
879,000710.SZ,技术开发；技术检测；技术服务；技术转让；计算机软件开发；经济信息咨询(不含中介服务)；销售：仪器仪表、医疗器械I类、化工产品(不含危险化学品)；零售机械设备；货物进出口、代理进出口、技术进出口；自然科学研究与试验发展；工程和技术研究与试验发展；医学研究与试验发展；汽车零部件及配件、摩托车零部件及配件的销售；(依法须经批准的项目，经相关部门批准后方可开展经营活动；未取得相关行政许可(审批)，不得开展经营活动)。
880,000716.SZ,资产经营；对食品、管道燃气、物流、物业管理、航空服务项目的投资(国家有专项规定的按专项规定办理)；房屋租赁；国内商业贸易(国家有专项规定的除外)；自营和代理各类商品及技术进出口业务(国家限定公司经营或禁止进出口的商品及技术除外)；经营进料加工和“三来一补”业务；经营对外贸易和转口贸易；设计、制作、发布自有媒体广告；批发兼零售预包装食品。
881,000581.SZ,机械行业技术开发和咨询服务； 内燃机燃油系统产品、燃油系统测试仪器和设备、 汽车电子部件、汽车电器部件、 非标设备、非标刀具、尾气后处理系统的制造； 增压技术的研发、制造、销售； 通用机械、五金交电、化工产品及原料(不含危险化学品)、汽车零部件、汽车(不含九座以下乘用车)的销售；内燃机维修；自有房屋租赁； 自营和代理各类商品及技术的进出口业务(国家限定公司经营或禁止进出口的商品和技术除外)。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
882,000582.SZ,投资兴建港口、码头；为船舶提供码头设施服务；在港区内提供货物装卸、运输、过驳、仓储服务及集装箱拆装箱服务(含港口危险货物作业，凭《港口危险货物作业附证》核定的范围内作业)；港口设施、作业设备和机械的租赁、维修服务；港口旅客运输服务经营；港口拖轮服务；船舶港口服务(为船舶提供岸电、淡水供应；国际、国内航行船舶物料、生活品供应)；道路普通货物运输；机械加工及修理；自有房屋租赁；外轮代理行业的投资及外轮理货；化肥的购销；机电配件、金属材料、建筑材料、装饰材料、渔需品、五金交电化工的销售；供应链管理；经营硫酸、硫磺、正磷酸、高氯酸钾、氢氧化钠、石脑油、2-(2-氨基乙氧基)乙醇、煤焦沥青、黄磷、红磷、盐酸、{含易燃溶剂的合成树脂、油漆、辅助材料、涂料等制品、[闭杯闪点≤60℃]}批发(无仓储)。
883,000583.SZ,计算机软件、计算机硬件、网络产品、通讯产品、应用电子技术产品、计算机信息网络国际联网业务、金属加工机械的开发、研制、销售，工程安装服务；物资供销；科技开发、转让、咨询服务等。
884,000584.SZ,机器人系统、智能生产线及人工智能的研发、技术咨询、技术服务；工业机器人、工业自动控制系统装置研发、技术咨询、技术服务、技术转让、制造、销售与维修；信息系统集成服务；软件的开发、技术咨询、技术服务、技术转让、销售及维护；利用自有资金对宾馆、旅游、餐饮、娱乐行业进行投资；自有房屋租赁；国内贸易(不含国家限制及禁止类项目)；自营和代理各类商品及技术的进出口业务(国家限定企业经营或禁止进出口的商品除外)。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
885,000585.SZ,输变电设备及附件的生产、销售；输变电技术开发、咨询、转让及试验服务；金属材料、橡胶橡塑材料及制品、绝缘材料、陶瓷材料及制品、化工原料及产品(危险品除外)、电子元器件、仪器仪表、机电设备及零配件的批发业务(以上商品不涉及国营贸易、进出口配额许可证、出口配额招标、进出口许可证等专项管理商品)。(依法须经批准的项目，经相关部门批准后可开展经营活动)
886,000586.SZ,制造电线、电缆、光缆、电工器材、通信设备；信息传输、计算机服务和软件业；商品批发与零售；进出口业；租赁和商务服务业。(以上项目不含前置许可项目，后置许可项目凭许可证或审批文件经营)
887,000045.SZ,生产、经营偏光片等光学膜产品；酒店、物业租赁与经营管理；生产、加工纺织品、针织品、服装、装饰布、带、商标带、工艺品(不含限制项目)；百货、纺织工业专用设备，纺织器材及配件、仪表、标准件、纺织原材料、染料、电子产品，化工产品、机电设备、轻纺产品、办公用品及国内贸易(不含专营、专控、专卖商品)；经营进出口业务。
888,000046.SZ,投资及投资管理；资产管理；经营房地产业务及物业管理；自有物业租赁；企业管理咨询；销售建筑材料、装饰材料、机械设备。
889,000047.SZ,制造、加工机械设备、电子产品、新型材料、纺织品、服装、建筑材料；国内商业、物资供销业(不含专营、专控、专卖商品)；开发激光技术、生物工程技术、经济信息咨询。
890,000048.SZ,养殖鸡、鸡苗、禽蛋、生产制造肉制品、饮料、鸡场设备、自酿啤酒、兴办实业(具体项目另行申报)；非银行金融业(以主管部门审批为准)；国内商业、物资供销业(不含专营、专控、专卖商品)；在合法取得的土地上从事房地产开发经营；货物及技术进出口；房屋租赁。
891,000049.SZ,无汞碱锰电池、一次锂电池、锌空气电池、镍氢电池、锂聚合物电池、燃料电池及其他种类电池、电池材料、配件和设备的研究、开发和销售；电源管理系统和新型电子元器件的开发、测试及销售；移动通讯产品及配件的开发及销售；高科技项目开发、投资、咨询，高科技企业投资。
892,000050.SZ,从事显示器件及相关的材料、设备、产品的设计、制造、销售；提供相关技术开发、技术咨询、技术服务和技术转让；信息技术服务、咨询服务；普通货运；代理销售、代理采购显示器件及相关材料(不含限制项目)；设备租赁(不含金融租赁)；自有物业租赁；经营进出口业务(法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营)。
893,000593.SZ,城市管道燃气的开发及投资，燃气购销，货物进出口业务，燃气器材的购销和维修，天然气利用工程建设与经营和相关专业技术服务；仓储服务、实业投资；高新科技技术及产品的开发；房地产项目的投资及开发。(以上项目涉及许可证的凭取得相关许可证后方可经营，国家法律、法规限制和禁止的不得经营。)
894,000594.SZ,对铁路、房地产开发项目进行投资及投资咨询服务；建筑材料、金属材料批发兼零售；房屋租赁(以上范围内国家有专营规定的按规定办理)。
895,000595.SZ,轴承加工；钢材销售；经营本企业自产产品及技术的出口业务；经营本企业生产所需的原辅材料、仪器仪表、机械设备、零配件及技术的进口业务(国家限定公司经营和国家禁止进出口的商品和技术除外)；经营进料加工和“三来一补”业务；压力管道元件制造(锻制法兰(限机械加工)的管法兰、压力容器法兰；锻制法兰锻坯的钢制法兰锻坯)。
896,000596.SZ,粮食收购(凭许可证经营)、生产白酒、酿酒设备、包装材料、玻璃瓶、酒精、油脂(限于酒精生产的副产品)、高新技术开发、生物技术开发、农副产品深加工，销售自产产品。
897,000592.SZ,造林营林、林地开发与森林资源综合利用；林木产品加工与销售；建筑材料的制造与销售；园林景观工程、市政工程、室内装饰工程的设计与施工；房屋租赁；物业管理；对外贸易；仓储(不含危险化学品)；公路货运代理；对林业、金融业、矿业、医疗业、旅游业的投资；林业技术服务；林业技术咨询；化肥批发。(依法须经批准的项目。经相关部门批准后方可开展经营活动)
898,000597.SZ,原料药、无菌原料药、饲料添加剂、食品添加剂、危险化学品制造； 液体消毒剂制造和销售（以上经营范围按生产许可证规定项目及地址从事生产经营活动）；医药中间体副产品、化工产品、化妆品制造；医药新产品开发、技术咨询服务、成果转让；污水处理、环保技术服务、环保技术咨询；金属材料销售；厂房、设备租赁，自营和代理各类商品和技术的进出口； 包装材料制造和销售； 但国家限定公司经营或禁止进出口的商品和技术除外。
899,000693.SZ,有色金属、矿产品(许可经营项目除外)的销售；化工产品(危险、易制毒、监控化学品除外)、仪器仪表、建筑材料、装潢材料、机电设备及配件、五金交电、金属制品、焦炭、机械设备及配件的销售；自营或代理各类商品与技术的进出口业务(国家限制或禁止公司进出口的商品和技术除外)；经营进料加工和三来一补业务。(以上经营范围国家法律、行政法规、国务院决定禁止或限制的除外)。
900,000695.SZ,生产、销售热力、电力、发电、燃气、自来水及上述系统设备及零配件；上述系统的工程维修服务及其技术咨询服务。自有房屋租赁、机械设备租赁、利用灰渣制作灰砖。企业管理服务、为企业提供劳务服务。包装装潢印刷品；广播电视节目制作；电影摄制、发行；演出经营；广告发布；文化经纪代理；版权、剧本、艺术品销售；教育信息咨询、教学设备、教学软件的研发和销售；互联网信息服务；电子出版物及音像制品制作、复制、发行；展览展示；艺术品鉴定、评估、拍卖；艺术品销售。
901,001696.SZ,研发、销售、制造各类发动机及其零配件、摩托车零部件、通用机械零部件、汽车零部件、大型农机零部件、机械产品、高科技产品；热动力机械项目的投资、经营管理及相关高新技术产业开发；实业投资；货物及技术进出口。
902,000697.SZ,飞机零部件、航空发动机及其零部件、燃气轮机零部件、无人机及系统、超高温合金的研发、制造、销售、维修及相关技术服务；有色金属矿产的开发、冶炼、贸易；货物及技术进出口业务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
903,000698.SZ,化工产品、化工设备、压力容器、防腐设备、PVC手套研制、开发、设计、制造；润滑油制造、销售；食品添加剂生产和加工；汽车客货运输；铁路运输槽车信息咨询；自备铁路槽车货物装卸；槽车租赁；铁路器材销售；设备、线路、管道、电器和仪表安装；化工技术转让、液氯钢瓶出租；承包境外化工行业工程及境内国际招标工程；上述境外工程所需的设备、材料出口；对外派遣实施上述境外工程所需的劳务人员；资询服务；(建筑工程安装、设计、施工子公司持证经营)；自营和代理各类商品和技术的进出口，但国家限定公司经营或禁止出口的商品和技术除外；经营进料加工和“三来一补”业务。
904,300183.SZ,计算机软件开发及配套技术服务。研发、设计、生产、销售：无线电通信设备（不含卫星地面接收设备）、 电力产品、配电自动化设备、 电子产品、 仪器仪表、 采集终端、商用密码产品、低压电器产品；集成电路设计及销售；建筑智能化工程设计及施工； 电力工程及电力设施承装(修)； 计算机配件维修。批发、零售、代购、代销：计算机、软件、办公设备；经营本企业进出口业务和本企业所需机械设备、零配件、原辅材料的进出口业务（国家限定公司经营或禁止进出口商品除外）；经营本企业进料加工和“三来一补”业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
905,300225.SZ,制造、加工高性能涂料产品、溶剂、添加剂，销售自产产品，在国内外提供相关的技术咨询和售后服务，从事相关化工材料和涂料产品的进出口贸易(成品油等特殊化学品除外，涉及许可经营的凭许可证经营)。
906,002067.SZ,绿色环保再生纸、特种纸及其它纸品及纸制品、造纸原料的制造和销售;废纸的收购；与纸相关产品的进出口业务。
907,000055.SZ,智慧、节能建筑系统，先进高端制造，技术服务，新材料，新技术，新能源，软件，电子信息等产品和技术的开发、生产、经营，物业开发、管理和租赁，兴办企业，对外投资，进出口贸易。
908,000056.SZ,从事零售商业，经营各类综合及专门零售店、连锁商业、购物中心及电子商务；从事房地产业，进行房地产投资、规划设计、装修、运营管理、物业管理及房地产营销；从事林业及林业服务业，进行林业科技研究、苗木培育、林木种植、木材采运及林产品采集，进行木材加工及人造板、木制品制造；从事租赁、商务服务业、住宿、餐饮业、居民服务业、仓储业、教育业、娱乐业等。进出口业务按深贸管审证字第012号外贸企业审定证书办理(凡属专营商品按规定办)。
909,000058.SZ,一般经营项目：投资兴办实业（具体项目另行申报）；经营与管理电子专业市场；经营网上贸易；互联网技术开发；从事广告业务；房屋租赁；销售计算机、软件及辅助设备、电子产品；文化艺术交流活动策划（不含演出）；承办展览展示活动；儿童产业链项目的投资及经营；儿童游乐设备租赁服务（不包括金融租赁活动）；游乐场经营及服务（限分支经营）；餐饮服务（限分支经营）；企业管理咨询；教育咨询；预包装食品兼散装食品、乳制品（含婴幼儿配方奶粉）批发零售（限分支经营）；文化用品、工艺礼品、玩具、童装、电子产品、工艺品、日用百货的销售；摄影服务；新能源的技术开发；光伏发电和光伏一体化建筑工程总承包；碲化镉薄膜太阳能电池组件的技术开发、技术服务；投资建设光伏电站、承接建筑一体化光伏幕墙工程；国内贸易（不含专营、专卖、专控商品）（ 以上依法须经批准的项目，经相关部门批准后方可开展经营活动） 。 许可经营项目： 信息服务业务（仅限互联网信息服务）；食品销售；制造、销售碲化镉太阳能电池组件产品；建筑材料、装饰材料的购销；建筑装饰工程施工；装修工程施工；物业管理；高层楼宇、工业区、居住区房屋和配套设施、设备的维修及管理；保洁服务；家政服务；停车场服务；酒店管理；提供住宿服务；烟草制品零售、酒类零售；中西式简餐制售、书吧、酒吧、食品零售； 立体停车场的建设；新型智慧城市技术和管理培训服务； 物联网技术研究开发； 光纤传感测控系统的技术开发； 传感器的技术开发、生产加工、销售； 人工智能算法软件的技术开发与技术服务;人工智能硬件销售；新一代信息产业技术的开发、转让、咨询、服务；检测技术咨询、检测技术服务；测控技术的开发、转让、咨询及技术服务；工业机器人、机器人系统、智能装备、自动化设备、生产智能化、信息化自动生产线，环保设备、涂装设备、环境控制设备的设计、研发、集成、制造与销售及相关软件及相关软件系统开发、销售；自动化物流系统及设备的设计、销售、安装、调试、项目管理及技术服务。
910,000059.SZ,1.3-丁二烯；氨；苯；苯乙烯；丙烯；氮[压缩的]；二甲苯；工业用丁二烯抽余碳四；工业用丁二烯抽余液；甲苯；裂解燃料油(混合苯3#)；硫磺；煤油；石脑油；碳九；碳五馏分；氩[液化的]；氧[液化的]；液化石油气；乙烯；石油产品及化工产品生产销售(除易燃易爆危险品)；塑料制品、建安工程、压力容器制造、普通货物运输；生活饮用水(以上各项限分公司经营)。(依法须经批准的项目，经相关部门批准后方可开展经营活动。)
911,000598.SZ,自来水、污水处理、污泥处理、环保项目的投资、设计、建设、运营管理、技术开发、技术咨询、技术服务；水务、环保相关设备及物资的销售和维修；高新技术项目的开发；对外投资及资本运营，投资管理及咨询；货物进出口、技术进出口。(具体以成都市工商行政管理局核准为准)
912,000599.SZ,橡胶轮胎、机械、绣品的制造、销售；国内外贸易，自有资金对外投资，劳动防护用品的制造与销售。
913,000600.SZ,投资、建设、经营管理以电力生产为主的能源项目；住宿、中西餐、食品、烟(零售)、酒(零售)、日用百货、工艺美术、服装、针纺织品、文化用品的批发零售；美容美发；冷热饮；清洁洗涤服务；摄影；复印；歌舞；自有房屋租赁；停车场服务，酒店管理，物业服务，企业管理咨询，酒店用品、保健食品(凭许可证经营)的销售，会议服务。
914,000601.SZ,能源开发；货物和技术进出口；销售：机电产品、仪表仪器、建筑材料、装饰材料、金属材料、矿产品、 五金家电、针纺织品、重油（代购）； 咨询服务：企业管理咨询、财务咨询；以下项目由下属分支机构经营：电力生产、销售；制造、销售：纸浆、纸浆板、纸及纸制品；（以上经营项目法律、法规禁止的项目除外，法律、法规限制的项目取得许可后方可经营）。
915,000602.SZ,通信及信息网络、计算机软硬件、自动化系统的产品开发、经营，系统设计、集成、增值服务；开展ISP、ICP、ASP业务；IT业产品的研发、生产、销售及技术服务；电力、热力的项目投资及管理；矿业项目投资及管理；燃料销售，新能源开发。
916,000603.SZ,销售矿产品、化工产品；矿山工程技术咨询、技术开发；投资及资产管理。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。）
917,000699.SZ,工业包装用纸、特种纸、制浆造纸副产品的销售，造纸机械设备制造、安装、加工及维修，科技咨询协作，对外贸易业务。木材、化工原料及产品，电信、电缆、通讯、多媒体器材及设备开发、制造和销售、热缩制品、给水管的生产销售。
918,000700.SZ,汽车零部件、塑料制品、模具、塑钢门窗、模塑高科技产品的开发、研制、销售及技术咨询服务、实业投资，油漆喷涂，机械制造、加工，火力发电，供热，城市基础设施及公用事业建设，国内贸易、自营和代理各类商品及技术的进出口业务。
919,000701.SZ,信息技术咨询服务；酒、饮料及茶叶批发；酒、饮料及茶叶零售；其他预包装食品批发；米、面制品及食用油批发；糕点、糖果及糖批发；软件开发；信息系统集成服务；数据处理和存储服务；集成电路设计；数字内容服务；其他未列明信息技术服务业(不含需经许可审批的项目)；其他仓储业(不含需经许可审批的项目)；谷物仓储；棉花仓储；其他农产品仓储；机械设备仓储服务；房地产开发经营；自有房地产经营活动；贸易代理；其他贸易经纪与代理；石油制品批发(不含成品油、危险化学品和监控化学品)；其他化工产品批发(不含危险化学品和监控化学品)；金属及金属矿批发(不含危险化学品和监控化学品)；建材批发；煤炭及制品批发(不含危险化学品和监控化学品)；非金属矿及制品批发(不含危险化学品和监控化学品)；其他农牧产品批发；黄金现货销售；蔬菜批发；体育用品及器材零售(不含弩)；体育用品及器材批发(不含弩)；经营各类商品和技术的进出口(不另附进出口商品目录)，但国家限定公司经营或禁止进出口的商品及技术除外；服装零售；鞋帽零售；纺织品及针织品零售；服装批发；纺织品、针织品及原料批发；鞋帽批发；林业产品批发；肉、禽、蛋批发；水产品批发；其他机械设备及电子产品批发；五金产品批发；其他家庭用品批发；其他未列明批发业(不含需经许可审批的经营项目)；其他文化用品批发；快递服务；餐饮配送服务；装卸搬运。
920,000702.SZ,各类饲料的研制、生产、销售；饲料原料销售；农业产业化的系列开发；生物工程科技项目的投资、开发；经营本企业《中华人民共和国进出口企业资格证书》核定范围内的进出口业务。
921,000703.SZ,对石化行业、房地产业的投资，有色金属、建筑材料（不含木材）、机电产品及配件，货运代理（不含道路客货运服务），经营本企业及本企业成员自产产品和生产、科研所需的原材料、机械设备、仪器仪表、零配件及相关的进出口业务（国家禁止进出口的和限制公司经营的商品和技术除外）。
922,002572.SZ,木质家具制造；竹、藤家具制造；金属家具制造；塑料家具制造；其他家具制造；销售本公司生产的产品(国家法律法规禁止经营的项目除外)；厨房设备及厨房用品批发；商品批发贸易(许可审批类商品除外)；货物进出口(专营专控商品除外)；技术进出口；百货零售；互联网商品销售(许可审批类商品除外；涉及许可经营的产品需取得许可证后方可经营)；家具批发；家具设计服务；家具安装；室内装饰、装修；家具和相关物品修理；家具零售；家居饰品批发；软件开发；软件批发；信息系统集成服务；计算机房维护服务；信息技术咨询服务；数据处理和存储服务。(以工商行政管理局核准为准)。
923,000060.SZ,兴办实业（具体项目另行申报）；国内贸易（不含专营、专控、专卖商品）；经济信息咨询（不含限制项目）；经营进出口业务；在韶关市设立分公司从事采选、冶炼、制造、加工：有色金属矿产品、冶炼产品、深加工产品、综合利用产品(含硫酸、氧气、硫磺、镓、锗、电炉锌粉的生产)及包装物、容器（含钢提桶、塑料编织袋） (以上经营范围仅限于分支机构生产，其营业执照另行申报)；建筑材料、机械设备及管道安装、维修；工程建设、地测勘探、科研设计；从事境内外期货业务；成品油零售、过磅；房屋出租；收购、加工有色金属矿石；矿物及选矿药剂的计量、检验检测； 质检技术服务。
924,000061.SZ,开发、建设、经营、管理农产品批发市场(农产品批发市场的营业执照需另行申办)；经营管理市场租售业务；国内商业、物资供销业(不含专营、专控、专卖商品)；经营农产品、水产品的批发、连锁经营和进出口业务(具体经营需另行办理营业执照)；为农产品批发市场提供配套的招待所、小卖部、食店、运输、装卸、仓储、包装(具体项目营业执照另行申报)；从事信息咨询(不含法律、行政法规、国务院决定禁止及规定需审批的项目)、物业管理、酒店管理；自有物业租赁；市场投资、投资兴办实业(具体项目另行申报)。(以上涉及国家法律、行政法规、国务院决定规定需报经审批的项目，需经审批后方可经营。)
925,000062.SZ,投资兴办各类实业(具体项目需另行申报)；经营国内商业、物资供销业(不含专营、专卖、专控商品)；自有物业管理、开发与租赁；经济信息咨询、服务；自有物业管理；激光头及其应用产品；计算机软硬件及系统集成；通信产品；广告业务。
926,000063.SZ,生产程控交换系统、多媒体通讯系统、通讯传输系统；研制、生产移动通信系统设备、卫星通讯、微波通讯设备、寻呼机，计算机软硬件、闭路电视、微波通信、信号自动控制、计算机信息处理、过程监控系统、防灾报警系统、新能源发电及应用系统等项目的技术设计、开发、咨询、服务；铁路、地下铁路、城市轨道交通、公路、厂矿、港口码头、机场的有线无线通信等项目的技术设计、开发、咨询、服务(不含限制项目)；通信电源及配电系统的研发、生产、销售、技术服务、工程安装、维护；数据中心基础设施及配套产品(含供配电、空调制冷设备、冷通道、智能化管理系统等)的研发、生产、销售、技术服务、工程安装、维护；电子设备、微电子器件的购销(不含专营、专控、专卖商品)；承包境外及相关工程和境内国际招标工程，上述境外工程所需的设备，材料进出口，对外派遣实施上述境外工程的劳务人员；电子系统设备的技术开发和购销(不含限制项目及专营、专控、专卖商品)；经营进出口业务(按贸发局核发的资格证执行)；电信工程专业承包(待取得资质证书后方可经营)；自有房屋租赁。公司可根据国内外市场的变化、业务发展和自身能力，经股东大会和有关政府部门批准后，依法变更经营范围和调整经营方式。
927,000605.SZ,工程设计；施工总承包、专业承包、劳务分包；城乡公用基础设施、水土环境治理及环保项目、供水、污水治理及再生水利用的投资；投资咨询；投资管理；技术开发；技术咨询；技术服务；技术推广；企业管理。(领取本执照后，应到市规划委、市住建委取得行政许可；企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动。)
928,000606.SZ,信息技术开发、推广、服务、咨询与转让；研制、开发多媒体网络信息系统软件、多媒体网络工程设计咨询、企业中介代理并提供相关的技术、管理和咨询服务；房屋租赁服务；经营国家禁止和指定公司经营以外的进出口商品。(以上经营范围依法须经批准的项目，经相关部门批准后方可开展经营活动)
929,000607.SZ,设计、制作、代理、发布国内各类广告，新媒体技术开发，实业投资，经营进出口业务，会展服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)
930,000608.SZ,房地产开发经营(取得资质证书后方可在其资质等级许可的范围内从事房地产开发经营活动)；装修装饰工程(取得资质证书、安全生产许可证后方可在其资质等级许可的范围内从事工程活动)；自有商品房的租赁；房地产开发的法律、法规和政策的咨询服务；商业管理服务。
931,000609.SZ,投资及投资管理；房地产开发；物业管理；施工总承包；销售机械电子设备、五金交电、化工产品（ 不含危险化学品及一类易制毒化学品）、百货、建筑材料；货物进出口、技术进出口、代理进出口。（企业依法自主选择经营项目，开展经营活动；依法须经批准的项目，经相关部门批准后依批准的内容开展经营活动；不得从事本市产业政策禁止和限制类项目的经营活动）。
932,000705.SZ,药品的批发(范围详见《药品经营许可证》)，预包装食品兼散装食品及乳制品(含婴幼儿配方乳粉，凭《食品经营许可证》经营)，中药饮片的生产(限分支机构凭有效许可证经营)。食用农产品、医疗器械、化学试剂、玻璃仪器、兽药、饲料添加剂、化工原料及产品(不含危险品及易制毒化学品)、五金交电、健身器械、化妆品、日用百货的销售，商务咨询服务，房屋及机械设备的租赁服务，会议服务，展览服务，仓储服务(不含危险品)，农副产品的收购，消毒用品的销售，增值电信业务服务。(依法须经批准的项目，经相关部门批准后方可开展经营活动)。
